,Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
227,2015,8,Denver Nuggets,1,0,82,30,52,0.576923077,242.4,37.8,87.3,0.433,8.0,24.8,0.325,29.7,62.5,0.47600000000000003,17.8,24.3,0.7340000000000001,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5,26.4,31,51,-3.55,0.48,-3.07,104.5,108.2,96.1,0.278,0.284,0.518,0.479,12.7,26.6,0.204,0.479,12.7,74.7,0.204,602707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
228,2016,8,Denver Nuggets,1,0,82,33,49,0.673469388,241.8,37.7,85.4,0.442,8.0,23.7,0.33799999999999997,29.7,61.7,0.48200000000000004,18.5,24.1,0.7659999999999999,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,101.9,24.7,33,49,-3.1,0.29,-2.81,105.6,108.9,95.7,0.282,0.27699999999999997,0.531,0.489,13.2,25.8,0.21600000000000003,0.489,13.2,77.3,0.21600000000000003,577898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
229,2017,8,Denver Nuggets,1,0,82,40,42,0.9523809520000001,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,111.7,25.2,42,40,0.51,0.19,0.7,113.2,112.7,98.3,0.276,0.32899999999999996,0.568,0.53,13.2,27.3,0.214,0.53,13.2,78.7,0.214,605585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243,2000,9,Detroit Pistons,0,0,82,42,40,1.05,241.8,37.1,80.9,0.45899999999999996,5.4,14.9,0.359,31.8,66.0,0.48100000000000004,23.9,30.6,0.7809999999999999,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,103.5,28.3,45,37,1.44,-0.31,1.13,107.3,105.8,95.7,0.37799999999999995,0.184,0.5479999999999999,0.49200000000000005,14.3,26.8,0.295,0.49200000000000005,14.3,71.6,0.295,678470,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,2001,9,Detroit Pistons,0,0,82,32,50,0.64,242.1,35.6,83.9,0.424,4.7,13.6,0.35,30.9,70.3,0.439,19.6,27.2,0.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6,27.1,36,46,-1.7,-0.39,-2.08,100.0,101.8,94.7,0.325,0.162,0.498,0.45299999999999996,14.2,29.3,0.23399999999999999,0.45299999999999996,14.2,72.2,0.23399999999999999,607323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
245,2002,9,Detroit Pistons,0,0,82,50,32,1.5625,240.0,34.7,76.8,0.452,6.9,18.4,0.376,27.8,58.4,0.475,18.0,23.8,0.7559999999999999,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3,29.5,48,34,2.13,-0.45,1.69,104.8,102.4,90.0,0.31,0.24,0.54,0.49700000000000005,14.3,24.4,0.235,0.49700000000000005,14.3,70.5,0.235,760807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
246,2003,9,Detroit Pistons,0,1,82,50,32,1.5625,242.7,32.9,76.5,0.43,6.5,18.1,0.358,26.4,58.4,0.452,19.0,24.6,0.7709999999999999,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4,29.0,52,30,3.68,-0.71,2.97,104.1,99.9,86.8,0.322,0.237,0.523,0.473,13.3,25.9,0.248,0.473,13.3,74.0,0.248,839278,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2004,9,Detroit Pistons,0,1,82,54,28,1.928571429,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1,27.4,59,23,5.84,-0.81,5.04,102.0,95.4,87.9,0.32799999999999996,0.153,0.511,0.461,14.7,30.1,0.247,0.461,14.7,71.8,0.247,872902,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2005,9,Detroit Pistons,0,1,82,54,28,1.928571429,243.4,34.8,78.3,0.444,4.4,12.8,0.345,30.3,65.5,0.46299999999999997,19.4,26.2,0.7390000000000001,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0,93.3,27.9,53,29,3.87,-0.55,3.31,105.6,101.2,87.2,0.335,0.16399999999999998,0.519,0.47200000000000003,13.3,31.2,0.247,0.47200000000000003,13.3,73.0,0.247,905116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2006,9,Detroit Pistons,0,1,82,64,18,3.5555555560000003,241.8,36.4,80.0,0.455,6.8,17.7,0.384,29.6,62.3,0.475,17.3,23.8,0.727,11.9,28.6,40.5,24.0,7.1,6.0,11.4,18.5,96.8,28.5,60,22,6.67,-0.44,6.24,110.8,103.1,86.8,0.297,0.221,0.535,0.49700000000000005,11.2,28.9,0.21600000000000003,0.49700000000000005,11.2,71.2,0.21600000000000003,905116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2007,9,Detroit Pistons,0,1,82,53,29,1.827586207,242.4,35.9,79.1,0.45399999999999996,5.5,15.9,0.344,30.4,63.2,0.48100000000000004,18.8,24.2,0.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,96.0,29.0,53,29,4.16,-0.47,3.69,108.9,104.2,87.3,0.307,0.201,0.535,0.488,12.0,28.3,0.237,0.488,12.0,70.9,0.237,905116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2008,9,Detroit Pistons,0,1,82,59,23,2.565217391,240.6,36.6,79.9,0.45799999999999996,5.9,16.2,0.366,30.6,63.7,0.48100000000000004,18.4,24.0,0.767,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,97.5,28.3,62,20,7.39,-0.72,6.67,111.4,102.9,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.495,11.4,73.7,0.23,905116,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2009,9,Detroit Pistons,0,0,82,39,43,0.9069767440000001,242.7,36.4,80.0,0.45399999999999996,4.6,13.2,0.349,31.8,66.8,0.475,16.9,22.5,0.7509999999999999,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,94.2,28.2,40,42,-0.49,0.13,-0.36,107.4,108.0,86.7,0.282,0.165,0.524,0.483,11.7,27.9,0.212,0.483,11.7,74.0,0.212,896971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,2010,9,Detroit Pistons,0,0,82,27,55,0.490909091,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66.0,0.474,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94.0,26.7,26,56,-5.11,0.09,-5.02,105.6,111.4,88.5,0.303,0.18,0.515,0.474,12.8,30.3,0.22,0.474,12.8,73.4,0.22,768826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
254,2011,9,Detroit Pistons,0,0,82,30,52,0.576923077,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,97.0,27.2,31,51,-3.6,-0.18,-3.78,107.7,111.7,89.2,0.27899999999999997,0.18899999999999997,0.5329999999999999,0.495,12.5,27.4,0.20600000000000002,0.495,12.5,72.1,0.20600000000000002,683080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
255,2012,9,Detroit Pistons,0,0,66,25,41,0.609756098,241.9,34.7,79.3,0.43799999999999994,4.8,13.9,0.34600000000000003,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9,26.3,22,44,-4.79,-0.4,-5.19,101.0,106.3,89.2,0.27899999999999997,0.175,0.51,0.46799999999999997,15.0,28.1,0.21,0.46799999999999997,15.0,72.8,0.21,475638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
256,2013,9,Detroit Pistons,0,0,82,29,53,0.5471698110000001,241.5,36.3,81.0,0.449,6.3,17.6,0.35600000000000004,30.1,63.4,0.474,15.9,22.8,0.6990000000000001,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9,25.3,29,53,-3.99,-0.34,-4.33,103.8,108.1,90.8,0.282,0.217,0.521,0.48700000000000004,14.3,28.3,0.19699999999999998,0.48700000000000004,14.3,73.0,0.19699999999999998,606094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
257,2014,9,Detroit Pistons,0,0,82,29,53,0.5471698110000001,241.2,38.8,86.9,0.447,6.2,19.3,0.321,32.6,67.6,0.483,17.3,25.7,0.67,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0,24.7,31,51,-3.66,-0.48,-4.13,105.9,109.7,94.9,0.29600000000000004,0.222,0.514,0.48200000000000004,12.9,31.4,0.19899999999999998,0.48200000000000004,12.9,73.4,0.19899999999999998,616005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
258,2015,9,Detroit Pistons,0,0,82,32,50,0.64,241.8,37.1,85.8,0.43200000000000005,8.6,24.9,0.344,28.5,60.9,0.46799999999999997,15.8,22.4,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,25.9,38,44,-1.0,-0.39,-1.39,105.3,106.4,92.8,0.261,0.29,0.515,0.48200000000000004,12.3,27.7,0.184,0.48200000000000004,12.3,75.0,0.184,625917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
259,2016,9,Detroit Pistons,0,0,82,44,38,1.1578947370000001,242.4,37.9,86.4,0.439,9.0,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.6679999999999999,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0,25.0,43,39,0.61,-0.18,0.43,106.1,105.5,95.1,0.29600000000000004,0.303,0.522,0.491,12.2,27.0,0.19699999999999998,0.491,12.2,79.3,0.19699999999999998,677138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
260,2017,9,Detroit Pistons,0,0,82,37,45,0.8222222220000001,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.49200000000000005,13.9,19.3,0.7190000000000001,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3,25.4,38,44,-1.12,-0.17,-1.29,106.0,107.1,95.0,0.218,0.263,0.521,0.49200000000000005,10.9,24.1,0.157,0.49200000000000005,10.9,81.2,0.157,655141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
274,2000,10,Golden State Warriors,1,0,82,19,63,0.301587302,240.9,36.5,87.1,0.42,4.2,13.0,0.32299999999999995,32.3,74.0,0.43700000000000006,18.3,26.2,0.6970000000000001,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5,26.9,20,62,-8.27,0.64,-7.63,99.8,108.4,95.4,0.301,0.15,0.484,0.444,13.9,32.6,0.21,0.444,13.9,69.1,0.21,509171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
275,2001,10,Golden State Warriors,1,0,82,17,65,0.26153846199999997,241.2,35.8,87.5,0.409,3.4,11.8,0.293,32.4,75.7,0.42700000000000005,17.4,24.7,0.706,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,92.5,26.6,17,65,-9.05,0.94,-8.11,97.8,107.4,94.1,0.282,0.134,0.47,0.429,13.9,33.3,0.19899999999999998,0.429,13.9,69.7,0.19899999999999998,591981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
276,2002,10,Golden State Warriors,1,0,82,21,61,0.344262295,241.2,36.6,85.2,0.429,3.9,12.1,0.322,32.7,73.1,0.447,20.6,28.6,0.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0,97.7,24.8,26,56,-5.4,0.61,-4.8,102.8,108.5,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.452,14.7,69.4,0.242,593182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
277,2003,10,Golden State Warriors,1,0,82,38,44,0.8636363640000001,240.9,37.3,84.6,0.441,5.2,15.1,0.344,32.1,69.6,0.462,22.6,29.0,0.778,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8,102.4,24.4,38,44,-1.13,0.54,-0.6,108.3,109.5,94.2,0.34299999999999997,0.17800000000000002,0.526,0.47200000000000003,13.9,35.0,0.267,0.47200000000000003,13.9,67.9,0.267,634935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
278,2004,10,Golden State Warriors,1,0,82,37,45,0.8222222220000001,242.1,35.1,79.4,0.442,5.2,15.6,0.33399999999999996,29.8,63.8,0.46799999999999997,17.9,24.7,0.725,12.2,30.9,43.1,20.5,7.0,4.7,14.8,20.6,93.3,28.1,39,43,-0.73,0.66,-0.07,103.0,103.8,89.8,0.311,0.19699999999999998,0.517,0.475,14.1,28.4,0.226,0.475,14.1,72.1,0.226,665648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
279,2005,10,Golden State Warriors,1,0,82,34,48,0.708333333,242.7,36.9,85.8,0.43,7.6,21.6,0.35200000000000004,29.3,64.2,0.457,17.2,23.8,0.722,13.0,29.7,42.7,22.1,7.8,5.1,13.6,22.4,98.7,26.7,35,47,-2.16,0.42,-1.74,104.7,106.9,93.3,0.278,0.252,0.512,0.475,12.3,27.8,0.201,0.475,12.3,69.7,0.201,670368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
280,2006,10,Golden State Warriors,1,0,82,34,48,0.708333333,241.8,35.8,82.7,0.433,7.6,22.3,0.341,28.2,60.4,0.467,19.2,26.7,0.718,12.0,30.3,42.3,20.7,7.4,4.4,14.1,23.7,98.5,25.6,37,45,-1.35,0.25,-1.11,104.8,106.2,93.3,0.32299999999999995,0.27,0.521,0.479,13.0,26.9,0.23199999999999998,0.479,13.0,71.6,0.23199999999999998,749185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
281,2007,10,Golden State Warriors,1,0,82,42,40,1.05,240.9,39.8,86.0,0.46299999999999997,8.5,24.0,0.35600000000000004,31.2,62.0,0.504,18.5,25.8,0.7170000000000001,11.5,30.0,41.4,23.8,9.1,5.7,16.0,23.6,106.5,24.6,40,42,-0.34,0.34,0.0,107.0,107.4,99.2,0.3,0.27899999999999997,0.5479999999999999,0.512,14.1,25.6,0.215,0.512,14.1,69.6,0.215,742267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
282,2008,10,Golden State Warriors,1,0,82,48,34,1.411764706,241.2,41.5,90.3,0.45899999999999996,9.3,26.6,0.348,32.2,63.7,0.506,18.8,24.9,0.752,12.7,30.4,43.2,22.4,9.1,4.6,13.2,22.9,111.0,25.5,47,35,2.21,0.17,2.38,111.8,109.5,98.8,0.276,0.295,0.5479999999999999,0.511,11.5,27.2,0.20800000000000002,0.511,11.5,70.3,0.20800000000000002,804864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
283,2009,10,Golden State Warriors,1,0,82,29,53,0.5471698110000001,242.4,39.4,86.0,0.45799999999999996,6.7,18.0,0.373,32.7,68.0,0.48,23.1,29.2,0.7909999999999999,11.6,30.4,42.0,20.9,7.8,6.4,14.6,22.5,108.6,25.0,31,51,-3.74,-0.06,-3.8,109.5,113.3,98.2,0.33899999999999997,0.209,0.5489999999999999,0.49700000000000005,12.9,26.1,0.268,0.49700000000000005,12.9,68.1,0.268,776660,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
284,2010,10,Golden State Warriors,1,0,82,26,56,0.46428571399999996,240.6,40.6,86.5,0.469,7.7,20.6,0.375,32.9,65.9,0.499,19.9,25.4,0.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23.0,108.8,25.1,32,50,-3.6,0.32,-3.28,108.1,111.7,100.4,0.294,0.23800000000000002,0.557,0.514,13.1,20.9,0.23,0.514,13.1,68.5,0.23,739120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
285,2011,10,Golden State Warriors,1,0,82,36,46,0.7826086959999999,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.7609999999999999,11.6,28.9,40.5,22.5,9.0,5.0,14.6,22.0,103.4,25.2,35,47,-2.33,0.33,-2.0,108.2,110.7,94.8,0.24100000000000002,0.248,0.544,0.51,13.3,26.7,0.183,0.51,13.3,69.3,0.183,766398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
286,2012,10,Golden State Warriors,1,0,66,23,43,0.534883721,241.1,37.7,82.5,0.457,7.9,20.5,0.38799999999999996,29.8,62.0,0.48,14.4,18.7,0.77,9.7,29.5,39.2,22.3,8.0,5.5,13.9,21.4,97.8,25.3,25,41,-3.41,0.62,-2.79,105.4,109.1,92.3,0.22699999999999998,0.248,0.539,0.505,13.3,22.9,0.175,0.505,13.3,69.1,0.175,622311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
287,2013,10,Golden State Warriors,1,0,82,47,35,1.342857143,241.5,38.2,83.4,0.45799999999999996,8.0,19.9,0.40299999999999997,30.1,63.5,0.475,16.8,21.3,0.79,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,101.2,25.3,44,38,0.89,0.42,1.32,106.4,105.5,94.5,0.255,0.239,0.545,0.506,14.0,25.4,0.201,0.506,14.0,75.5,0.201,794320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,2014,10,Golden State Warriors,1,0,82,51,31,1.64516129,241.8,39.5,85.4,0.462,9.4,24.8,0.38,30.0,60.6,0.496,15.9,21.1,0.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,104.3,26.3,54,28,4.8,0.34,5.15,107.5,102.6,96.2,0.247,0.29100000000000004,0.55,0.517,13.8,25.1,0.18600000000000003,0.517,13.8,76.3,0.18600000000000003,803436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2015,10,Golden State Warriors,1,1,82,67,15,4.466666667,240.6,41.6,87.0,0.478,10.8,27.0,0.39799999999999996,30.8,60.0,0.514,16.0,20.8,0.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0,26.6,65,17,10.1,-0.09,10.01,111.6,101.4,98.3,0.239,0.311,0.5710000000000001,0.54,13.1,24.1,0.184,0.54,13.1,74.5,0.184,803436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2016,10,Golden State Warriors,1,1,82,73,9,8.111111111,242.4,42.5,87.3,0.48700000000000004,13.1,31.6,0.41600000000000004,29.4,55.7,0.528,16.7,21.8,0.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,27.4,65,17,10.76,-0.38,10.38,114.5,103.8,99.3,0.25,0.36200000000000004,0.593,0.563,13.5,23.5,0.191,0.563,13.5,76.0,0.191,803436,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2017,10,Golden State Warriors,1,1,82,67,15,4.466666667,241.2,43.1,87.1,0.495,12.0,31.2,0.38299999999999995,31.1,55.8,0.557,17.8,22.6,0.7879999999999999,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,115.9,28.2,67,15,11.63,-0.28,11.35,115.6,104.0,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,0.563,13.2,74.9,0.204,803436,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2000,11,Houston Rockets,1,0,82,34,48,0.708333333,241.8,36.6,81.3,0.45,7.1,19.8,0.358,29.5,61.5,0.48,19.2,26.2,0.733,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3,99.5,26.3,39,43,-0.87,0.3,-0.57,104.8,105.7,94.2,0.322,0.244,0.536,0.494,15.8,29.1,0.23600000000000002,0.494,15.8,71.6,0.23600000000000002,624594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
306,2001,11,Houston Rockets,1,0,82,45,37,1.2162162159999999,241.8,35.9,79.2,0.45299999999999996,6.1,17.2,0.35700000000000004,29.7,62.0,0.48,19.3,25.4,0.758,11.2,30.8,42.0,19.7,7.2,4.4,14.7,20.2,97.2,26.7,48,34,2.29,0.42,2.71,106.7,104.2,90.4,0.321,0.217,0.5379999999999999,0.49200000000000005,14.0,27.5,0.244,0.49200000000000005,14.0,71.9,0.244,518555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
307,2002,11,Houston Rockets,1,0,82,28,54,0.518518519,243.7,34.6,80.8,0.428,6.0,18.0,0.335,28.5,62.8,0.455,17.1,23.1,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18.0,92.3,25.9,27,55,-4.89,0.58,-4.31,103.1,108.6,88.2,0.28600000000000003,0.223,0.507,0.465,13.4,29.0,0.21100000000000002,0.465,13.4,69.8,0.21100000000000002,481227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
308,2003,11,Houston Rockets,1,0,82,43,39,1.102564103,243.0,34.6,78.8,0.44,5.4,15.5,0.34600000000000003,29.3,63.3,0.462,19.1,24.9,0.768,12.5,31.3,43.8,18.4,7.2,6.0,15.6,19.5,93.8,25.9,46,36,1.48,0.42,1.89,104.3,102.6,88.8,0.316,0.196,0.522,0.474,14.8,30.3,0.243,0.474,14.8,72.4,0.243,565166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
309,2004,11,Houston Rockets,1,0,82,45,37,1.2162162159999999,243.0,33.4,75.5,0.442,6.3,17.1,0.366,27.1,58.4,0.46399999999999997,16.7,21.6,0.773,10.3,32.3,42.6,19.3,6.8,5.4,16.7,21.5,89.8,28.3,47,35,1.73,0.55,2.28,100.9,99.0,87.8,0.28600000000000003,0.22699999999999998,0.528,0.484,16.4,26.5,0.221,0.484,16.4,74.5,0.221,640794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
310,2005,11,Houston Rockets,1,0,82,51,31,1.64516129,242.1,34.7,78.3,0.44299999999999995,6.7,18.5,0.364,28.0,59.7,0.46799999999999997,18.9,24.2,0.7809999999999999,10.7,31.7,42.4,21.1,6.9,4.6,13.8,22.0,95.1,29.7,53,29,4.04,0.23,4.27,106.2,101.7,88.8,0.309,0.237,0.534,0.486,13.5,26.3,0.242,0.486,13.5,74.5,0.242,663444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
